Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Date_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Op_Security,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Terrorist_Group_Name1,Terrorist_Group_Name2,Terrorist_Group_Name3,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Clique_Radicalize,Clique_Connect,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Platform4,Social_Media_Platform5,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Beliefs_Trajectory,Behaviors_Trajectory,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Age_Child,Gender,Religious_Background,Convert,Convert_Date,Reawakening,Reawakening_Date,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Language_English,Diaspora_Ties,Education,Student,Education_Change,Employment_Status,Change_Performance,Work_History,Military,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Aspirations,Abuse_Child,Abuse_Adult,Abuse_type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Absent_Parent,Overseas_Family,Close_Family,Family_Religiosity,Family_Ideology,Family_Ideological_Level,Prison_Family_Friend,Crime_Family_Friend,Radical_Friend,Radical_Family,Radical_Signif_Other,Relationship_Troubles,Platonic_Troubles,Unstructured_Time,Friendship_Source1,Friendship_Source2,Friendship_Source3,Kicked_Out,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Age_Joined,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Standing
5395,Florida,-99,,,10/7/90,14,,,-99,-99,-99,1,-88,5,1,7,2,4,6,2,-88,,,0,-88,,,1,1,3,144,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,1,0,8,,,Florida,-99,,,1,-99,3,10,5,-99,-99,-99,,,,1,1,1,1,-88,2,55,2,4,-99,2,12,1,1/1/78,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,9,1,-99,2,-99,-99,4,0,1,3,-99,0,0,-88,,,0,0,0,-99,-99,1,4,1,-99,-99,-99,0,1,1,0,-99,-99,,,1,0,-88,,,-88,0,-88,-99,0,-99,1,-99
3547,Florida,-99,,,11/16/90,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,3,Ku Klux Klan,,,1,2,,,0,0,2,-99,1,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Florida,-99,,,-99,0,-99,7,5,0,0,0,,,,-99,-99,-99,-99,-99,3,26,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,312,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,2,3,-99,2,-99,3,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3535,Florida,Jacksonville,,,11/17/90,1,,,1,-99,-99,2,-88,3,1,10,2,4,1,3,Ku Klux Klan,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Tennessee,-99,,,0,-99,-99,10,1,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,31,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,372,0,-88,-88,-88,3,-99,-99,1,-99,4,6,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,3,0,-99,-99,-99,5,,,-99,3,3,4,18,3,0,-88,-99,0,-99,3,-99
3049,Tennessee,Memphis,,,1/1/91,-88,,,-88,-88,-88,-88,-88,0,0,3,1,4,4,3,Animal Liberation Front (ALF),,,-99,-99,,,-99,0,2,-99,1,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,1,0,6,,,Minnesota,-99,,,-99,0,-99,9,5,0,0,0,,,,-99,-99,1,-99,-88,-99,-99,-99,-99,-99,2,5,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,4,1,-99,-99,-99,-88,0,0,-99,-99,3,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3608,Pennsylvania,-99,,,1/1/91,-88,,,-88,-88,-88,-88,-88,0,0,2,-99,-99,1,3,Aryan Nations,Ku Klux Klan,,-99,-99,,,-99,1,3,169,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,New Jersey,-99,,,1,0,3,5,4,1,-99,-99,,,,1,1,-99,0,-88,3,36,2,3,-99,2,15,0,-88,-99,-99,United States of America,1,United States of America,432,0,-88,-88,-88,2,1,-99,4,-88,-99,5,0,1,1,-99,0,0,-88,,,0,0,-99,-99,-99,2,3,2,-99,-99,-99,2,0,-99,-99,1,-99,,,-99,3,4,10,20,4,0,-88,-99,0,1,1,-99
3702,-99,-99,,,1/1/91,-88,,,-88,-88,-88,-88,-88,0,1,10,-99,-99,1,3,Hammerskin Nation,Vinlanders Social Club,,-99,-99,,,-99,1,2,264,1,-99,-99,-88,1,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Indiana,-99,,,1,0,-99,10,5,-99,-99,-99,,,,1,1,-99,3,-99,3,19,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,1,-99,3,-99,-99,-99,1,0,5,,,1,-99,-99,,,-99,0,-88,-99,0,-99,3,-99
3972,California,-99,,,1/1/91,-88,,,-88,-88,-88,-88,-88,0,0,2,-99,4,4,2,White Aryan Resistance,,,1,2,,,1,0,3,72,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,5,,California,-99,,,0,0,-99,9,5,0,0,-99,,,,1,1,1,0,-88,3,53,2,6,-99,2,15,0,-88,0,-88,United States of America,1,United States of America,636,0,-88,-88,-88,-99,0,-88,2,-99,4,0,0,2,2,-99,0,0,-88,,,0,0,-99,0,2,2,2,3,-99,-99,-99,3,-99,0,-99,0,-99,,,-99,0,-88,,,-88,0,-88,0,0,1,1,0
3207,Illinois,Westmont,,,3/29/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,-99,1,-88,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Wisconsin,West Allis,Indiana,Fort Wayne,-99,-99,-99,-99,-99,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,32,-99,-99,-99,2,-99,0,-88,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,1,-99
4594,Minnesota,-99,,,4/1/91,4,3,,1,-99,-99,1,-88,3,1,7,2,4,1,2,-88,,,-99,-99,,,-99,-99,2,24,1,0,0,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Minnesota,Alexandria,,,-99,0,2,10,4,1,0,-99,,,,-99,-99,1,3,-99,-99,55,2,3,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,660,0,-88,-88,-88,-99,0,-88,1,-99,3,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,3,0,1,3,-99
4631,Minnesota,Alexandria,,,4/1/91,2,,,2,1,-99,1,-88,3,1,7,2,4,4,2,-88,,,0,-88,,,1,-99,2,-99,1,0,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,2,,Minnesota,-99,,,0,0,-99,10,5,1,-99,0,,,,-99,1,1,-99,-88,3,37,3,1,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,444,0,-88,-88,-88,-99,0,-88,2,-99,3,1,0,-99,1,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,1,-99,-99,5,,,-99,3,13,19,,3,0,-88,-99,0,1,-99,-99
4060,Louisiana,Shreveport,,,5/7/91,14,8,2,1,-99,-99,-99,-88,5,1,8,2,4,4,3,Ku Klux Klan,,,0,-88,,,-99,1,3,-99,1,1,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Louisiana,-99,,,-99,-99,-99,9,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,5,,,-99,3,4,18,,3,0,-88,-99,0,-99,3,-99
3276,North Dakota,-99,,,5/31/91,-88,,,-88,-88,-88,-88,-88,0,0,2,2,4,1,1,-88,,,-99,-99,,,-99,0,2,-99,0,-88,-88,-88,0,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,North Dakota,-99,,,-99,0,-99,9,5,0,0,0,,,,2,2,3,0,-88,3,50,-99,-99,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,600,0,-88,-88,-88,-99,0,-88,1,0,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,0,2,6,,0,0,-88,,,-88,0,-88,-99,0,1,1,-99
3168,Kansas,Wichita,,,7/1/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,1,1,-88,,,-99,-99,,,-99,0,3,-99,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Kansas,-99,,,0,0,-99,3,5,0,0,0,,,,1,1,1,-99,-88,3,36,2,1,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,432,0,-88,-88,-88,-99,0,-88,1,0,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,2,-99,-99,-99,0,0,1,0,0,0,0,0,4,,,0,0,-88,,,-88,0,-88,0,0,0,0,0
3239,Kansas,Wichita,,,7/22/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,4,1,1,-88,,,-99,-99,,,-99,0,3,-99,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Ohio,-99,,,1,0,3,9,4,-99,-99,-99,,,,1,1,1,-99,-88,3,39,2,1,8,2,11,0,-88,-99,-99,United States of America,1,United States of America,468,0,-88,-88,-88,-99,0,-88,1,-99,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,0,0,-99,4,5,,-99,0,-88,,,-88,0,-88,-99,0,-99,1,0
3329,Kansas,Wichita,,,8/5/91,-88,,,-88,-88,-88,-88,-88,0,0,2,2,2,-99,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,-88,0,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Kansas,Wichita,,,-99,-99,-99,9,-99,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,53,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,636,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3240,Kansas,Wichita,,,8/10/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,5,1,-88,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Kansas,-99,,,0,-99,-99,9,5,-99,0,-99,,,,-99,-99,-99,-99,-88,3,53,1,0,-88,2,8,0,-88,-99,-99,United States of America,1,United States of America,636,0,-88,-88,-88,-99,0,-88,1,-99,4,1,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-99,-99,0,-99,,,-99,0,-88,,,-88,0,-88,-99,0,-99,1,-99
3241,Kansas,Wichita,,,8/13/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,4,1,-88,,,-99,-99,,,-99,-99,1,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Missouri,Neosho,,,-99,-99,-99,5,4,-99,-99,-99,,,,-99,-99,-99,-99,-88,3,34,2,4,6,2,11,0,-88,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3307,Kansas,Wichita,,,8/20/91,-88,,,-88,-88,-88,-88,-88,0,0,2,2,2,-99,1,-88,,,-99,-99,,,-99,-99,2,60,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,New York,Binghamton,,,-99,-99,3,9,4,0,0,-99,,,,-99,-99,-99,1,-88,3,40,-99,-99,-99,2,11,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,1,-99,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,0,1,-99
3316,Kansas,Wichita,,,8/23/91,-88,,,-88,-88,-88,-88,-88,0,0,6,1,2,5,0,-88,,,0,-88,,,0,-88,-88,-88,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Ohio,Plainsville,,,-99,0,-99,3,5,0,0,0,,,,1,1,1,1,-88,3,40,2,5,-99,2,6,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,1,0,4,-99,0,-99,3,3,0,0,-88,,,0,0,-99,-99,2,2,2,2,-99,-99,-99,-99,-99,0,0,0,-99,,,0,0,-88,,,-88,0,-88,-99,0,0,2,0
4093,Oklahoma,Muskogee,,,8/29/91,1,,,2,1,0,1,-88,4,1,10,2,4,4,3,Aryan Republican Army,,,-99,-99,,,-99,-99,3,-99,1,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,5,,,Oklahoma,-99,,,1,-99,3,10,5,0,0,-99,,,,-99,1,-99,-99,2,3,51,1,3,24,2,15,0,-88,-99,-99,United States of America,1,United States of America,612,0,-88,-88,-88,5,1,-99,2,0,3,1,0,2,2,-99,0,0,-88,,,0,0,0,1,2,2,2,2,-99,-99,1,1,1,0,0,0,-99,,,-99,1,10,,,4,0,-88,-99,0,-99,-99,-99
3285,Ohio,Cincinnati,,,10/18/91,-88,,,-88,-88,-88,-88,-88,0,0,2,1,-99,4,1,-88,,,-99,-99,,,1,-99,3,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Ohio,-99,,,-99,0,-99,5,5,-99,-99,-99,,,,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,1,-99,4,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,0,4,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,1,-99
3244,New York,-99,,,1/1/92,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,1,1,-88,,,0,-88,,,0,0,3,-99,1,0,0,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Virginia,-99,,,1,0,3,7,5,1,0,-99,,,,1,1,1,-99,-88,3,33,2,8,-99,2,6,1,1/1/64,2,1/1/86,United States of America,1,United States of America,408,0,-88,-88,-88,-99,0,-88,1,-99,4,0,0,-99,3,3,0,0,-88,,,0,0,0,-99,2,2,-99,-99,-99,2,2,2,0,0,0,0,-99,,,-99,0,-88,,,-88,0,-88,-99,0,1,2,-99
3399,Arizona,Sierra Vista,,,1/1/92,-88,,,-88,-88,-88,-88,-88,0,0,9,1,4,4,1,-88,,,0,-88,,,0,0,3,132,0,-88,-88,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,3,,,California,Sierra Vista,,,1,0,-99,9,5,-99,-99,0,,,,-99,1,1,0,-88,3,55,3,2,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,660,0,-88,-88,-88,5,0,-88,6,1,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,,,-99,0,-88,,,-88,0,-88,-99,0,1,-99,-99
7696,Florida,Palm Beach,,,1/1/92,14,,,0,1,0,0,0,5,1,10,2,4,1,3,Aryan Nations,World Church of the Creator,Hammerskin Nation,1,1,,,2,1,3,108,1,0,-99,-88,2,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Florida,Cooper City,Florida,Palm Beach,0,0,2,10,4,0,0,-99,,,,1,1,3,2,0,3,17,1,0,-88,1,6,0,-88,0,-88,United States of America,1,United States of America,204,0,-88,-88,-88,2,1,2,-99,-88,-88,0,0,2,1,0,0,0,-88,,,0,1,0,0,-99,1,2,2,-99,-99,3,0,3,1,-99,1,1,5,,1,1,16,,,1,0,-88,2,0,0,1,2
5818,Maryland,Clinton,,,1/30/92,-88,,,-88,-88,-88,-88,-88,0,0,-99,-99,2,-99,3,Ku Klux Klan,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Maryland,Brandywine,,,0,-99,-99,9,-99,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,24,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,288,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,2,-99
4339,Montana,Helena,,,2/22/92,-88,,,-88,-88,-88,-88,-88,0,0,9,2,4,5,1,-88,,,-99,-99,,,-99,-99,3,-99,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,New York,Port Jefferson,,,-99,0,-99,9,4,0,0,0,,,,-99,-99,-99,-99,-99,-99,54,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,648,2,-99,-88,-99,-99,-99,-99,6,-99,4,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,1,-99,,,-99,0,-88,,,-88,0,-88,-99,0,1,0,-99
3022,Arizona,Tucson,,,2/28/92,8,,,2,-99,0,0,-88,5,0,9,2,4,1,3,Animal Liberation Front (ALF),Earth Liberation Front (ELF),,0,-88,,,2,-99,3,84,-99,-99,-99,-88,2,-88,-88,-88,,,,,-88,,,,,,,0,0,1,0,6,,,Arizona,Tucson,,,1,0,3,9,5,0,0,0,,,,1,1,1,0,-88,5,25,-99,1,-99,2,18,0,-88,-99,-99,United States of America,1,United States of America,307,0,-88,-88,-88,-99,1,2,1,-99,4,0,0,3,-99,3,0,0,-88,,,0,0,0,-99,2,-99,-99,-99,-99,-99,3,-99,-99,0,0,0,5,3,,-99,0,-88,,,-88,0,-88,0,0,1,1,0
3215,Wisconsin,Milwaukee,,,3/30/92,-88,,,-88,-88,-88,-88,-88,0,0,2,2,1,1,1,-88,,,0,-88,,,-99,-99,3,-99,-99,-99,-99,0,0,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Michigan,-99,,,1,0,2,5,5,1,0,8,,,,2,2,1,0,-88,3,33,2,4,12,2,6,1,-99,0,-88,United States of America,1,United States of America,396,0,-88,-88,-88,5,0,-88,1,-99,4,0,0,2,2,-99,0,0,-88,,,0,1,2,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,0,0,5,,,-99,3,3,7,8,1,1,3,-99,0,1,-99,-99
3213,New York,Buffalo,,,4/22/92,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,1,1,-88,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,New York,-99,,,1,0,3,9,5,1,0,-99,,,,1,1,1,-99,-88,3,34,2,2,-99,2,6,1,1/1/74,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,7,-99,-99,1,-99,3,0,0,2,2,-99,0,0,-88,,,0,0,0,0,2,1,0,0,-99,-99,2,2,1,0,0,-99,3,2,4,-99,0,-88,,,-88,0,-88,-99,0,1,3,-99
3281,Kansas,Wichita,,,4/23/92,-88,,,-88,-88,-88,-88,-88,0,0,2,2,2,-99,1,-88,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,California,San Francisco,,,1,0,-99,9,5,0,0,-99,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,1,-99
3318,New York,Buffalo,Ohio,Dayon,4/28/92,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,-99,1,-88,,,-99,-99,,,-99,-99,3,84,1,0,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Washington,Spokane,,,1,0,-99,9,5,0,0,0,,,,-99,-99,1,-99,-99,-99,40,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,6,,,-99,0,-88,,,-88,0,-88,-99,0,-99,1,-99
3331,New York,Buffalo,,,4/28/92,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,1,1,-88,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,New York,-99,,,-99,0,-99,9,4,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,11,0,-88,-99,-99,United States of America,1,United States of America,492,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,0,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
4630,Minnesota,-99,,,5/20/92,3,,,2,2,0,1,-88,3,1,10,2,4,-99,2,-88,,,0,-88,,,-99,-99,3,-99,1,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Minnesota,-99,,,-99,0,-99,10,4,-99,0,-99,,,,-99,-99,-99,-99,-88,-99,55,2,-99,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,660,0,-88,-88,-88,-99,0,-88,2,-99,2,1,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,0,-88,,,-88,0,-88,-99,0,1,-99,-99
5747,California,Encino,,,6/1/92,-88,,,-88,-88,-88,-88,-88,0,0,4,2,4,-99,3,Jewish Defense League (JDL),,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,16,,,California,-99,,,-99,-99,-99,9,5,-99,0,0,,,,-99,-99,-99,0,-88,3,34,-99,-99,-99,2,12,0,-88,0,-88,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3258,Pennsylvania,Philadelphia,,,6/19/92,-88,,,-88,-88,-88,-88,-88,0,0,1,-99,4,1,1,-88,,,-99,-99,,,0,0,3,-99,0,-88,-88,0,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,15,,,Pennsylvania,-99,,,-99,0,-99,9,5,0,0,0,,,,-99,-99,1,-99,-88,3,39,2,5,-99,2,11,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,0,-88,,,-88,0,-88,-99,0,-99,-99,-99
4999,Montana,Condon,,,6/27/92,-88,,,-88,-88,-88,-88,-88,0,1,10,2,4,4,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Montana,-99,,,-99,-99,3,10,5,-99,-99,8,,,,2,1,1,-99,-88,-99,53,1,2,-99,2,11,0,-88,-99,-99,United States of America,1,United States of America,636,0,-88,-88,-88,-99,0,-88,2,-99,4,-99,0,-99,1,-99,0,0,-88,,,1,0,-99,-99,2,-99,2,3,-99,-99,2,2,2,0,0,0,-99,,,-99,2,10,,,3,0,-88,-99,1,1,1,-99
